epoch,train_loss,field_loss,surface_p_loss,ux,uy,p,nut
448,0.20700499,0.05361318,0.30678362,0.01581404,0.02413014,0.09309817,0.07153911
449,0.22956864,0.05473708,0.34966311,0.01580438,0.0246371,0.09673713,0.0712697
450,0.19528037,0.05151725,0.28752623,0.01562595,0.02333892,0.08630612,0.0721008
451,0.22373455,0.05259662,0.34227588,0.01569984,0.0234014,0.0898382,0.07213663
452,0.24331315,0.05689626,0.37283377,0.01606031,0.0253352,0.10272813,0.07200345
453,0.22516837,0.05290509,0.34452654,0.01572929,0.02396618,0.09066975,0.07181399
454,0.19802611,0.05173687,0.29257847,0.0157494,0.0234669,0.08775624,0.07097011
455,0.21986447,0.05100966,0.33770962,0.01558042,0.0229772,0.08478403,0.07225341
456,0.26963714,0.05479528,0.42968371,0.01589381,0.02451741,0.0970505,0.0711556
457,0.20651962,0.05611487,0.30080949,0.01612444,0.0249378,0.09992974,0.07251379
458,0.24707518,0.05365431,0.38684174,0.01590025,0.02429692,0.0930609,0.07150752
459,0.2159608,0.05251557,0.32689047,0.01585903,0.02376307,0.08976988,0.07135673
460,0.23619113,0.05231294,0.36775636,0.01562386,0.02339276,0.08988394,0.07095846
461,0.16614038,0.0536423,0.22499616,0.01604264,0.02448543,0.09384504,0.07014541
462,0.21106852,0.0530845,0.31596803,0.01577423,0.0237235,0.09226178,0.07078417
463,0.22556428,0.05280922,0.34551011,0.01564782,0.02377308,0.09118444,0.07103775
464,0.21819945,0.05323994,0.32991902,0.01582233,0.02369416,0.09207997,0.07165332
465,0.22461799,0.05028201,0.34867196,0.01562073,0.02300589,0.08323765,0.07102485
466,0.24127798,0.05339982,0.37575634,0.01580521,0.02385625,0.09315451,0.07084461
467,0.20299478,0.05293088,0.3001278,0.01567828,0.02363429,0.09151881,0.07124515
468,0.24008139,0.05189319,0.37637641,0.01554065,0.02308832,0.08837702,0.07144581
469,0.19450464,0.05142185,0.28616559,0.01546574,0.02327946,0.08788955,0.06993571
470,0.22347128,0.0528688,0.34120495,0.01554446,0.02379007,0.09132752,0.0711985
471,0.20182548,0.05271612,0.29821872,0.01567425,0.024093,0.09102045,0.07050067
472,0.23105204,0.05169075,0.35872258,0.0156633,0.02295676,0.08811441,0.07092261
473,0.1946737,0.04918033,0.29098673,0.01544515,0.02233701,0.08117652,0.06976359
474,0.21609487,0.05325853,0.32567269,0.01576676,0.0239435,0.09261822,0.07086573
475,0.23737696,0.05341121,0.36793152,0.01551989,0.02364734,0.09229576,0.0724607
476,0.18767686,0.05103856,0.2732766,0.01550004,0.02308198,0.08622608,0.07054924
477,0.16382534,0.05026059,0.22712951,0.01561247,0.02290292,0.08295903,0.07139332
478,0.24412694,0.05229631,0.38366124,0.01555318,0.02324703,0.09024413,0.07065396
479,0.23191015,0.05150546,0.36080939,0.01594976,0.02310476,0.0883194,0.06944442
480,0.20730945,0.05316019,0.30829851,0.01569784,0.02408869,0.09322271,0.06961588
481,0.24490766,0.05286736,0.38408061,0.01559748,0.02376012,0.09259907,0.06957984
482,0.21273433,0.05069,0.32408865,0.01532642,0.02273756,0.08600148,0.06986666
483,0.23103232,0.05366922,0.35472621,0.01567314,0.02388315,0.09492035,0.06988747
484,0.16952667,0.05065713,0.23773909,0.01514349,0.02285004,0.08614841,0.06961375
485,0.22834848,0.05174532,0.35320632,0.01531905,0.02329819,0.08911582,0.06990561
486,0.20667479,0.04993314,0.31348329,0.01531417,0.02274636,0.08398085,0.06917926
487,0.23637611,0.05085922,0.37103379,0.01507935,0.02297807,0.08723724,0.06904771
488,0.25124655,0.05122329,0.40004651,0.0152329,0.02271929,0.08775642,0.07005127
489,0.21505906,0.05056249,0.32899312,0.01520692,0.02279865,0.08626262,0.06905676
490,0.20002971,0.04934535,0.30136872,0.01534726,0.02233222,0.08240204,0.06903572
491,0.22826689,0.05097882,0.35457613,0.01518611,0.02270107,0.08706336,0.0699436
492,0.16813564,0.05130734,0.23365659,0.01543933,0.02311279,0.08704299,0.07070033
493,0.19552635,0.04895597,0.29314076,0.01517238,0.02210723,0.08072059,0.06988252
494,0.25476346,0.05162109,0.40628475,0.01531427,0.02291945,0.08943768,0.06935884
495,0.22059399,0.04942604,0.34233589,0.0151295,0.02214278,0.08215427,0.07009555
496,0.25980277,0.04935628,0.42089296,0.01508594,0.02198092,0.08304387,0.06889248
497,0.20042279,0.0491421,0.30256138,0.015293,0.02214853,0.08227275,0.06857144
498,0.20073912,0.05028557,0.30090708,0.01556852,0.02306727,0.08451279,0.06943689
499,0.22252502,0.04919011,0.34666982,0.01504505,0.02234755,0.08240392,0.06866047
500,0.15653733,0.04988763,0.21329941,0.01506308,0.02247503,0.08464495,0.06867813
